Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears
45,No,Travel_Rarely,,Sales,2,Bachelor,Technical Degree,783,2,Male,46,1,2,Sales Representative,3,Single,6632,0,Y,No,13,3,1,0,9
35,No,Travel_Rarely,1137,Research & Development,21,High School,Life Sciences,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,1,Y,Yes,25,4,4,1,10
42,No,Travel_Rarely,622,Research & Development,2,PhD,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,1,Y,No,13,3,2,2,10
33,No,Travel_Rarely,501,Research & Development,15,Bachelor,Medical,2009,2,Female,95,3,2,Healthcare Representative,4,Married,4878,0,Y,Yes,13,3,1,1,10
44,No,Travel_Rarely,170,Research & Development,1,PhD,Life Sciences,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,2,Y,No,15,3,4,1,10
30,No,Travel_Rarely,305,Research & Development,16,Master,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,3,Y,No,16,3,3,1,10
36,No,Travel_Rarely,1351,Research & Development,26,PhD,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,6,Y,No,14,3,2,2,10
42,No,Travel_Rarely,1128,Research & Development,13,Master,Medical,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5,Y,No,18,3,3,2,10
31,No,Travel_Rarely,1463,Research & Development,23,Master,Medical,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,0,Y,No,21,4,2,1,10
35,No,Travel_Frequently,1199,Research & Development,18,PhD,Life Sciences,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,1,Y,Yes,14,3,4,2,10
38,No,Travel_Rarely,688,Research & Development,23,PhD,Life Sciences,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,9,Y,No,14,3,2,1,10
31,No,Travel_Rarely,616,Research & Development,12,Master,Medical,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,0,Y,Yes,11,3,3,2,10
44,No,Travel_Rarely,625,Research & Development,4,Master,Medical,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,9,Y,No,12,3,4,0,10
35,No,Travel_Rarely,670,Research & Development,10,PhD,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,6142,3,Y,Yes,16,3,3,0,10
34,No,Travel_Rarely,,Research & Development,8,Bachelor,Medical,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142,3,Y,No,11,3,4,0,10
29,No,Travel_Frequently,461,Research & Development,1,Master,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,8,Y,Yes,12,3,4,0,10
35,No,Travel_Rarely,755,Research & Development,9,PhD,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,9,Y,No,19,3,3,0,10
41,No,Non-Travel,509,Research & Development,2,PhD,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2,Y,Yes,17,3,1,0,10
31,No,Travel_Rarely,1062,Research & Development,24,Master,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,1,Y,No,19,3,2,0,10
36,No,Travel_Rarely,325,Research & Development,10,PhD,Technical Degree,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,3,Y,No,12,3,1,0,10
45,No,Travel_Rarely,538,Research & Development,1,PhD,Technical Degree,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,1,Y,No,12,3,1,3,10
43,No,Travel_Rarely,574,Research & Development,11,Master,Life Sciences,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510,1,Y,No,17,3,2,1,10
38,No,Travel_Rarely,,Research & Development,1,PhD,Life Sciences,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,0,Y,No,13,3,3,0,10
35,No,Travel_Rarely,,Research & Development,16,Master,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,4,Y,Yes,12,3,3,0,10
44,Yes,Travel_Rarely,621,Research & Development,15,Master,Medical,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,1,Y,No,11,3,4,1,10
34,No,Travel_Rarely,,Research & Development,9,Master,Life Sciences,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,0,Y,No,11,3,4,1,10
28,Yes,Non-Travel,1366,Research & Development,24,Bachelor,Technical Degree,1082,2,Male,72,2,3,,1,Single,8722,1,Y,No,12,3,1,0,10
35,No,Non-Travel,1097,Research & Development,11,Bachelor,Medical,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884,2,Y,Yes,13,3,3,1,10
43,No,Travel_Rarely,1001,Research & Development,7,Master,Life Sciences,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,8,Y,No,16,3,1,1,10
46,No,Travel_Rarely,,Human Resources,1,Bachelor,Life Sciences,1314,4,Female,44,3,1,Human Resources,1,Single,3423,6,Y,No,12,3,3,0,10
43,No,Travel_Rarely,244,Human Resources,2,Master,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,3539,0,Y,No,13,3,2,0,10
36,No,Travel_Frequently,1213,Human Resources,2,High School,Human Resources,1890,2,Male,94,2,2,Human Resources,4,Single,3886,1,Y,No,21,4,4,0,10
44,No,Travel_Rarely,1112,Human Resources,1,PhD,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,5985,4,Y,No,11,3,2,0,10
38,No,Travel_Frequently,,Human Resources,10,PhD,Human Resources,1563,3,Male,71,3,2,Human Resources,3,Married,6077,3,Y,No,11,3,3,0,10
42,No,Non-Travel,179,Human Resources,2,Post-Doc,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,6272,7,Y,No,16,3,1,1,10
41,No,Non-Travel,552,Human Resources,4,Master,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Married,6430,6,Y,No,19,3,2,1,10
29,No,Travel_Rarely,332,Human Resources,17,Master,Other,1419,2,Male,51,2,3,Human Resources,1,Single,7988,1,Y,No,13,3,1,0,10
51,No,Travel_Rarely,432,Research & Development,9,PhD,Life Sciences,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,3,Y,No,23,4,2,2,10
40,Yes,Travel_Rarely,1329,Research & Development,7,Master,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3,Y,Yes,14,3,2,0,10
30,No,Travel_Rarely,125,Research & Development,9,Bachelor,Medical,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206,1,Y,No,13,3,1,0,10
40,No,Travel_Rarely,1171,Research & Development,10,PhD,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,3,Y,Yes,13,3,3,1,10
35,No,Travel_Rarely,,Research & Development,1,PhD,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,6,Y,No,12,3,2,1,10
44,Yes,Travel_Rarely,,Research & Development,3,Master,Life Sciences,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362,4,Y,No,12,3,3,0,10
38,No,Travel_Frequently,653,Research & Development,29,Post-Doc,Life Sciences,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,1,Y,No,11,3,4,0,10
42,No,Travel_Rarely,269,Research & Development,2,Master,Medical,351,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,0,Y,Yes,11,3,3,1,10
41,Yes,Travel_Rarely,1085,Research & Development,2,PhD,Life Sciences,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,4,Y,Yes,13,3,3,1,10
44,No,Travel_Rarely,,Research & Development,8,PhD,Life Sciences,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,2,Y,Yes,24,4,3,1,10
29,No,Travel_Rarely,1401,Research & Development,6,High School,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,1,Y,No,13,3,1,1,10
49,No,Travel_Rarely,722,Research & Development,25,PhD,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,1,Y,No,14,3,4,1,10
29,Yes,Travel_Rarely,,Research & Development,7,Master,Technical Degree,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,3,Y,Yes,13,3,1,2,10
35,No,Travel_Rarely,750,Research & Development,28,Master,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,3407,1,Y,No,17,3,4,2,10
30,No,Travel_Rarely,,Research & Development,7,PhD,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,1,Y,No,13,3,1,3,10
32,No,Non-Travel,1109,Research & Development,29,PhD,Medical,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,9,Y,No,12,3,2,0,10
29,No,Travel_Rarely,1378,Research & Development,13,Bachelor,Other,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025,4,Y,Yes,13,3,1,1,10
29,No,Travel_Rarely,153,Research & Development,15,Bachelor,Life Sciences,15,4,Female,49,2,2,Laboratory Technician,3,Single,4193,0,Y,Yes,12,3,4,0,10
31,No,Travel_Rarely,311,Research & Development,20,Master,Life Sciences,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,1,Y,No,11,3,1,1,10
32,Yes,Travel_Rarely,1033,Research & Development,9,Master,Medical,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,7,Y,No,22,4,1,0,10
35,No,Travel_Frequently,138,Research & Development,2,Master,Medical,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,5,Y,No,11,3,4,0,10
28,No,Travel_Rarely,1300,Research & Development,17,Bachelor,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,1,Y,No,12,3,4,1,10
30,No,Travel_Rarely,1138,Research & Development,6,Master,Technical Degree,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,0,Y,No,12,3,1,1,10
29,No,Travel_Rarely,1370,Research & Development,3,High School,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,4,0,10
49,No,Travel_Rarely,271,Research & Development,3,Bachelor,Medical,1509,3,Female,43,2,2,Laboratory Technician,1,Married,4789,4,Y,No,25,4,1,1,10
32,Yes,Travel_Rarely,1089,Research & Development,7,Bachelor,Life Sciences,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883,1,Y,No,18,3,1,1,10
40,No,Travel_Frequently,720,Research & Development,16,PhD,Medical,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,6,Y,No,14,3,4,0,10
30,No,Travel_Rarely,,Research & Development,1,High School,Life Sciences,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126,1,Y,Yes,12,3,3,2,10
32,No,Travel_Frequently,430,Research & Development,24,PhD,Life Sciences,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,1,Y,No,15,3,4,2,10
35,No,Travel_Rarely,,Research & Development,1,Master,Medical,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,0,Y,No,12,3,2,1,10
34,No,Travel_Rarely,285,Research & Development,29,Master,Medical,1377,2,Male,86,3,2,Laboratory Technician,3,Married,5429,4,Y,No,13,3,1,2,10
43,No,Travel_Frequently,1001,Research & Development,9,Post-Doc,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,3,Y,Yes,13,3,2,1,10
45,No,Travel_Rarely,1015,Research & Development,5,Post-Doc,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,1,Y,Yes,14,3,1,0,10
36,No,Travel_Rarely,172,Research & Development,4,PhD,Life Sciences,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,1,Y,No,16,3,3,0,10
31,No,Travel_Rarely,655,Research & Development,7,PhD,Life Sciences,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,3,Y,No,22,4,4,1,10
40,No,Travel_Frequently,692,Research & Development,11,Master,Technical Degree,1985,4,Female,73,3,2,Laboratory Technician,3,Married,6323,1,Y,No,11,3,1,1,10
28,No,Non-Travel,1476,Research & Development,1,Master,Life Sciences,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,0,Y,No,11,3,1,3,10
32,No,Travel_Rarely,495,Research & Development,10,Master,Medical,1516,3,Male,64,3,3,Manager,4,Single,,2,Y,No,25,4,2,0,10
31,No,Travel_Rarely,688,Sales,7,Master,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,,9,Y,No,21,4,3,1,10
47,Yes,Non-Travel,666,Research & Development,29,PhD,Life Sciences,376,1,Male,88,3,3,Manager,2,Married,11849,1,Y,Yes,12,3,4,1,10
35,No,Travel_Rarely,1315,Research & Development,22,Master,Life Sciences,381,2,Female,71,4,3,Manager,2,Divorced,11996,7,Y,No,18,3,2,1,10
33,No,Non-Travel,722,Sales,17,Master,Life Sciences,992,4,Male,38,3,4,Manager,3,Single,17444,1,Y,No,11,3,4,0,10
37,Yes,Travel_Rarely,370,Research & Development,10,PhD,Medical,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,1,Y,No,15,3,2,0,10
29,No,Non-Travel,1496,Research & Development,1,High School,Technical Degree,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,1,Y,No,13,3,1,1,10
42,No,Travel_Rarely,,Research & Development,29,Master,Life Sciences,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434,1,Y,No,13,3,4,1,10
30,No,Non-Travel,,Research & Development,9,Bachelor,Medical,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,7,Y,Yes,18,3,3,0,10
39,No,Travel_Frequently,711,Research & Development,4,Master,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,0,Y,No,13,3,4,0,10
29,No,Travel_Rarely,718,Research & Development,8,High School,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,1,Y,Yes,15,3,3,1,10
39,No,Travel_Rarely,,Research & Development,9,Bachelor,Medical,1936,1,Male,87,3,2,Manufacturing Director,1,Married,5151,1,Y,No,25,4,4,1,10
36,No,Travel_Rarely,676,Research & Development,1,Master,Other,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,0,Y,No,15,3,1,1,10
38,No,Travel_Frequently,508,Research & Development,6,PhD,Life Sciences,1997,1,Male,72,2,2,Manufacturing Director,3,Married,5321,2,Y,No,11,3,4,1,10
39,No,Travel_Rarely,1387,Research & Development,10,Post-Doc,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377,2,Y,No,13,3,4,3,10
45,No,Travel_Rarely,1329,Research & Development,2,Bachelor,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,1,Y,No,19,3,1,2,10
45,No,Travel_Rarely,556,Research & Development,25,Bachelor,Life Sciences,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,0,Y,No,13,3,4,2,10
51,No,Travel_Rarely,1169,Research & Development,7,PhD,Medical,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,2,Y,No,17,3,3,0,10
31,Yes,Travel_Rarely,330,Research & Development,22,PhD,Medical,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,1,Y,Yes,15,3,4,2,10
42,No,Travel_Rarely,319,Research & Development,24,Master,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,1,Y,Yes,21,4,4,1,10
31,Yes,Travel_Frequently,1445,Research & Development,1,Post-Doc,Life Sciences,1459,3,Female,100,4,3,Manufacturing Director,2,Single,7446,1,Y,No,11,3,1,0,10
28,No,Travel_Rarely,,Research & Development,3,Master,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,0,Y,No,17,3,2,3,10
38,No,Travel_Rarely,397,Research & Development,2,Bachelor,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,3,Y,Yes,19,3,4,1,10
38,No,Travel_Rarely,168,Research & Development,1,Master,Life Sciences,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,4,Y,Yes,14,3,4,0,10
31,No,Travel_Frequently,,Research & Development,7,Bachelor,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,1,Y,No,24,4,1,1,10
35,No,Travel_Frequently,200,Research & Development,18,Bachelor,Life Sciences,1412,3,Male,60,3,3,Manufacturing Director,4,Single,9362,2,Y,No,11,3,3,0,10
45,No,Travel_Rarely,1448,Research & Development,29,Master,Technical Degree,1465,2,Male,55,3,3,Manufacturing Director,4,Married,9380,4,Y,Yes,18,3,4,2,10
37,No,Travel_Rarely,482,Research & Development,3,Master,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,1,Y,No,15,3,3,1,10
38,No,Travel_Frequently,216,Research & Development,23,Master,Life Sciences,12,4,Male,44,2,3,Manufacturing Director,3,Single,9526,0,Y,No,21,4,2,0,10
38,No,Travel_Frequently,216,Research & Development,23,Master,Life Sciences,12,4,Male,44,2,3,Manufacturing Director,3,Single,9526,0,Y,No,21,4,2,0,10
34,No,Travel_Frequently,1069,Research & Development,2,High School,Life Sciences,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,1,Y,No,17,3,3,0,10
31,No,Non-Travel,325,Research & Development,5,Master,Medical,2057,2,Male,74,3,2,Manufacturing Director,1,Single,9936,0,Y,No,19,3,2,0,10
29,No,Travel_Rarely,1389,Research & Development,21,PhD,Life Sciences,20,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,1,Y,No,11,3,3,1,10
32,No,Travel_Rarely,1018,Research & Development,3,Bachelor,Life Sciences,727,3,Female,39,3,3,Research Director,4,Single,,3,Y,No,15,3,4,0,10
36,No,Non-Travel,427,Research & Development,8,Master,Life Sciences,742,1,Female,63,4,3,Research Director,1,Married,,9,Y,No,14,3,1,1,10
29,No,Travel_Rarely,,Research & Development,3,PhD,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935,1,Y,No,18,3,3,0,10
37,No,Travel_Frequently,663,Research & Development,11,Master,Other,306,2,Male,47,3,3,Research Director,4,Divorced,12185,1,Y,Yes,14,3,3,3,10
33,No,Travel_Rarely,,Research & Development,1,Post-Doc,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,16184,4,Y,No,19,3,3,1,10
44,No,Travel_Rarely,1117,Research & Development,2,High School,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,1,Y,No,13,3,4,1,10
35,Yes,Travel_Frequently,130,Research & Development,25,PhD,Life Sciences,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,1,Y,Yes,19,3,1,1,10
28,Yes,Travel_Rarely,654,Research & Development,1,Bachelor,Life Sciences,741,1,Female,67,1,1,Research Scientist,2,Single,2216,7,Y,Yes,13,3,4,0,10
48,No,Travel_Rarely,1108,Research & Development,15,PhD,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,2367,8,Y,No,12,3,4,1,10
30,No,Travel_Frequently,1312,Research & Development,23,Master,Life Sciences,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,1,Y,No,25,4,3,3,10
33,Yes,Travel_Rarely,527,Research & Development,1,PhD,Other,780,4,Male,63,3,1,Research Scientist,4,Single,,1,Y,Yes,13,3,3,0,10
34,No,Travel_Rarely,1397,Research & Development,1,Post-Doc,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,,1,Y,No,12,3,4,1,10
29,No,Travel_Rarely,,Research & Development,23,Bachelor,Life Sciences,824,3,Male,81,4,1,Research Scientist,3,Married,2700,1,Y,No,24,4,3,1,10
29,No,Travel_Frequently,,Research & Development,1,PhD,Life Sciences,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,1,Y,No,18,3,4,1,10
30,No,Travel_Rarely,,Research & Development,16,High School,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,1,Y,No,12,3,2,1,10
34,No,Travel_Rarely,678,Research & Development,19,Master,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,1,Y,No,12,3,2,0,10
42,No,Non-Travel,355,Research & Development,10,PhD,Technical Degree,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,3,Y,No,22,4,2,2,10
34,No,Travel_Frequently,560,Research & Development,1,PhD,Other,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996,5,Y,No,14,3,3,2,10
34,No,Travel_Rarely,182,Research & Development,1,PhD,Life Sciences,797,2,Female,72,4,1,Research Scientist,4,Single,3280,2,Y,No,16,3,3,0,10
33,Yes,Travel_Frequently,1076,Research & Development,3,Master,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3348,1,Y,Yes,11,3,1,0,10
41,No,Travel_Rarely,509,Research & Development,7,Bachelor,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,1,Y,No,13,3,3,0,10
32,No,Travel_Frequently,585,Research & Development,10,Master,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,6,Y,No,13,3,1,1,10
28,No,Travel_Rarely,,Research & Development,10,Master,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,3,Y,No,13,3,4,0,10
30,No,Travel_Frequently,1012,Research & Development,5,PhD,Life Sciences,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,9,Y,No,12,3,2,1,10
32,Yes,Travel_Frequently,1125,Research & Development,16,High School,Life Sciences,33,2,Female,72,1,1,Research Scientist,1,Single,3919,1,Y,Yes,22,4,2,0,10
37,No,Travel_Rarely,674,Research & Development,13,Master,Medical,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,1,Y,No,17,3,1,0,10
36,No,Travel_Rarely,506,Research & Development,3,Master,Technical Degree,397,3,Male,30,3,2,Research Scientist,2,Single,4485,4,Y,No,12,3,4,0,10
38,No,Travel_Rarely,1206,Research & Development,9,Bachelor,Life Sciences,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771,2,Y,No,19,3,4,2,10
30,No,Travel_Frequently,1312,Research & Development,2,PhD,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,0,Y,No,16,3,4,0,10
32,No,Travel_Frequently,1316,Research & Development,2,Bachelor,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,4,Y,Yes,14,3,4,0,10
31,No,Travel_Frequently,1125,Research & Development,1,Master,Life Sciences,1956,4,Male,48,1,2,Research Scientist,1,Married,5003,1,Y,No,21,4,2,0,10
32,No,Travel_Rarely,1018,Research & Development,2,PhD,Medical,439,1,Female,74,4,2,Research Scientist,4,Single,5055,7,Y,No,16,3,3,0,10
35,No,Travel_Rarely,1395,Research & Development,9,PhD,Medical,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,1,Y,No,19,3,2,0,10
49,No,Travel_Frequently,279,Research & Development,8,High School,Life Sciences,2,3,Male,61,2,2,Research Scientist,2,Married,5130,1,Y,No,23,4,4,1,10
32,No,Travel_Rarely,,Research & Development,2,Master,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,0,Y,No,13,3,3,2,10
32,No,Travel_Rarely,548,Research & Development,1,Master,Life Sciences,96,2,Male,66,3,2,Research Scientist,2,Married,6220,1,Y,No,17,3,2,2,10
42,No,Travel_Rarely,,Research & Development,17,Bachelor,Life Sciences,347,4,Female,82,4,2,Research Scientist,1,Single,6545,3,Y,Yes,13,3,3,0,10
41,No,Travel_Frequently,1018,Sales,1,Master,Marketing,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103,0,Y,No,17,3,4,1,10
29,No,Travel_Rarely,,Sales,5,Master,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,1,Y,Yes,13,3,2,1,10
45,No,Non-Travel,336,Sales,26,Master,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,1,Y,No,15,3,1,1,10
33,No,Travel_Frequently,1146,Sales,25,Master,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,1,Y,No,12,3,1,1,10
29,No,Travel_Frequently,442,Sales,2,Bachelor,Life Sciences,388,2,Male,44,3,2,Sales Executive,4,Single,4554,1,Y,No,18,3,1,0,10
34,No,Non-Travel,1065,Sales,23,PhD,Marketing,60,2,Male,72,3,2,Sales Executive,3,Single,4568,0,Y,No,20,4,3,0,10
45,No,Non-Travel,589,Sales,2,PhD,Life Sciences,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,4,Y,No,22,4,2,2,10
35,No,Travel_Rarely,,Sales,7,PhD,Life Sciences,1962,3,Female,55,3,2,Sales Executive,4,Married,5204,1,Y,Yes,11,3,4,0,10
30,No,Travel_Rarely,501,Sales,27,Post-Doc,Marketing,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,7,Y,No,23,4,4,1,10
31,No,Travel_Frequently,715,Sales,2,PhD,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,7,Y,No,13,3,4,0,10
34,No,Travel_Rarely,258,Sales,21,PhD,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,5337,1,Y,No,12,3,4,0,10
38,No,Travel_Rarely,345,Sales,10,Bachelor,Life Sciences,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,1,Y,No,11,3,3,1,10
33,No,Travel_Frequently,1141,Sales,1,Master,Life Sciences,52,3,Female,42,4,2,Sales Executive,1,Married,5376,2,Y,No,19,3,1,2,10
32,No,Travel_Rarely,,Sales,10,Master,Marketing,722,4,Male,55,3,2,Sales Executive,4,Single,5396,1,Y,No,12,3,4,0,10
60,No,Travel_Rarely,1179,Sales,16,PhD,Marketing,732,1,Male,84,3,2,Sales Executive,1,Single,5405,8,Y,No,14,3,4,0,10
31,No,Travel_Rarely,1112,Sales,5,PhD,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,1,Y,No,11,3,1,2,10
33,No,Travel_Rarely,217,Sales,10,PhD,Marketing,1924,2,Male,43,3,2,Sales Executive,3,Single,5487,1,Y,No,14,3,2,0,10
31,Yes,Travel_Frequently,754,Sales,26,PhD,Marketing,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,1,Y,Yes,11,3,3,0,10
36,No,Travel_Rarely,,Sales,10,PhD,Technical Degree,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,1,Y,Yes,13,3,1,1,10
39,No,Non-Travel,,Sales,21,PhD,Life Sciences,1929,1,Female,32,1,2,Sales Executive,3,Married,5736,6,Y,No,19,3,3,1,10
35,Yes,Travel_Rarely,303,Sales,27,Master,Life Sciences,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,1,Y,Yes,18,3,4,0,10
30,No,Travel_Rarely,570,Sales,5,Master,Marketing,456,4,Female,,2,2,Sales Executive,3,Divorced,6118,1,Y,No,13,3,3,3,10
34,No,Travel_Rarely,507,Sales,15,Bachelor,Medical,1356,3,Female,66,3,2,Sales Executive,1,Single,6125,1,Y,No,12,3,4,0,10
32,No,Travel_Rarely,604,Sales,8,Master,Medical,1304,3,Male,56,4,2,Sales Executive,4,Married,6209,1,Y,No,15,3,3,2,10
42,No,Travel_Rarely,462,Sales,14,Bachelor,Medical,936,3,Female,68,2,2,Sales Executive,3,Single,6244,7,Y,No,17,3,1,0,10
32,No,Travel_Frequently,379,Sales,5,Bachelor,Life Sciences,889,2,Male,48,3,2,Sales Executive,2,Married,6524,1,Y,No,14,3,4,1,10
30,No,Travel_Rarely,,Sales,10,Master,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,1,Y,No,18,3,1,1,10
31,No,Travel_Rarely,,Sales,2,High School,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582,4,Y,Yes,13,3,3,0,10
29,No,Travel_Rarely,1210,Sales,2,Master,Medical,366,1,Male,78,2,2,Sales Executive,2,Married,6644,2,Y,No,19,3,2,2,10
